X,Y,objectid_1,zuj,alkohol_vinik,hlavni_pricina,srazka,nasledky,pricina,stav_vozovky,povetrnostni_podm,rozhled,misto_nehody,druh_komun,pneumatiky,druh_pohonu,druh_vozidla,mestska_cast,pohlavi,alkohol,den_v_tydnu,mesic_t,katastr,chovani_chodce,stav_chodce,drogy_chodec,alkohol_chodec,osobni_prepravnik,reflexni_prvky,kategorie_chodce,nasledek,ozn_osoba,zavineni,viditelnost,situovani,osoba,stav_ridic,doba,smrt_po,lz,target_fid_1,join_count_1,objectid,join_count,target_fid,den,vek,smrt_dny,rok_nar,p48a,p59d,rok,tz,smrt,lehce_zran_os,tezce_zran_os,usmrceno_os,id_vozidla,hodina,ovlivneni_ridice,cas,mesic,e,d,id_nehody,datum,hmotna_skoda_1,skoda_vozidlo,globalid
-597990.997000001,-1161200.174,221,Brno-střed,ne,nesprávný způsob jízdy,havárie,nehoda s následky na životě nebo zdraví,řidič se plně nevěnoval řízení vozidla,"povrch suchý, neznečistěný",neztížené,dobré,žádné nebo žádné z uvedených,komunikace místní,,,jízdní kolo,Brno-střed,muž,Ne,pátek,duben,Město Brno,,,,,,,,lehké zranění,"s přilbou (pouze u motocyklistů, příp. cyklistů)",řidičem nemotorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",na jízdním pruhu,řidič,dobrý -žádné nepříznivé okolnosti nebyly zjiště,den,,1,71735,1,71735,1,71735,5,64,1,1955,1,55,2019,0,0,1,0,0,1,17,1,1710,4,-1161200.174,-597990.997,60206190809,2019/04/19 00:00:00+00,0,0,c5b4a9c3-811b-452e-b4dd-be1e9c0bd4b6
-597958.188999999,-1161230.342,222,Brno-střed,ne,nesprávný způsob jízdy,srážka s jedoucím nekolejovým vozidlem,nehoda s následky na životě nebo zdraví,vyhýbání bez dostatečného bočního odstupu (vůle),"povrch suchý, neznečistěný",neztížené,dobré,přechod pro chodce,komunikace sledovaná (ve vybraných městech),,,jízdní kolo,Brno-střed,,Ne,sobota,duben,Město Brno,,,,,,,,,,řidičem nemotorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",žádné z uvedenýc,,,den,,0,71740,1,71740,1,71740,6,,,,1,,2019,0,0,1,0,0,1,10,,1052,4,-1161230.342,-597958.189,60206190842,2019/04/27 00:00:00+00,5000,0,99f4f6de-d518-4ac4-8a60-076222beb819
-597958.188999999,-1161230.342,223,Brno-střed,ne,nesprávný způsob jízdy,srážka s jedoucím nekolejovým vozidlem,nehoda s následky na životě nebo zdraví,vyhýbání bez dostatečného bočního odstupu (vůle),"povrch suchý, neznečistěný",neztížené,dobré,přechod pro chodce,komunikace sledovaná (ve vybraných městech),,,jízdní kolo,Brno-střed,muž,Ne,sobota,duben,Město Brno,,,,,,,,lehké zranění,"s přilbou (pouze u motocyklistů, příp. cyklistů)",řidičem nemotorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",žádné z uvedenýc,řidič,dobrý -žádné nepříznivé okolnosti nebyly zjiště,den,,1,71741,1,71741,1,71741,6,43,1,1976,1,76,2019,0,0,1,0,0,2,10,1,1052,4,-1161230.342,-597958.189,60206190842,2019/04/27 00:00:00+00,5000,0,8961f7b7-deeb-45ed-99d0-92ba5e97faee
-599131.923999999,-1161117.575,224,Brno-střed,ne,nedání přenosti v jízdě,srážka s jedoucím nekolejovým vozidlem,nehoda s následky na životě nebo zdraví,při odbočování vlevo,povrch mokrý,déšť,dobré,v blízkosti přechodu pro chodce (do vzdálenosti 20 m),uzel (křižovatka sledovaná ve vybraných městech),,,jízdní kolo,Brno-střed,muž,Ne,čtvrtek,květen,Staré Brno,,,,,,,,lehké zranění,"bez přilby (pouze u motocyklistů, příp. cyklistů)",řidičem motorového vozidla,"ve dne, zhoršená viditelnost vlivem povětrnostních podmínek (mlha, sněžení, déšť apod.)",na jízdním pruhu,řidič,dobrý -žádné nepříznivé okolnosti nebyly zjiště,den,,1,71747,1,71747,1,71747,4,26,1,1993,1,93,2019,0,0,1,0,0,2,8,1,800,5,-1161117.575,-599131.924,60206190934,2019/05/09 00:00:00+00,10000,5000,32339c9d-5bff-4e04-82a1-769144906d0d
-597292.401000001,-1160529.56,225,Brno-střed,ne,nesprávný způsob jízdy,srážka s jedoucím nekolejovým vozidlem,nehoda s následky na životě nebo zdraví,řidič se plně nevěnoval řízení vozidla,"povrch suchý, neznečistěný",neztížené,dobré,"výjezd z parkoviště, lesní cesty apod. (pol.36=7,8)",komunikace místní,,,jízdní kolo,Brno-střed,muž,Ne,pondělí,květen,Zábrdovice,,,,,,,,lehké zranění,"bez přilby (pouze u motocyklistů, příp. cyklistů)",řidičem nemotorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",na chodníku nebo ostrůvku,řidič,dobrý -žádné nepříznivé okolnosti nebyly zjiště,den,,1,71756,1,71756,1,71756,1,42,1,1977,1,77,2019,0,0,1,0,0,1,7,1,730,5,-1160529.56,-597292.401,60206191076,2019/05/27 00:00:00+00,20000,5000,a1d8d09f-3592-4ea6-96fc-b40686ce39ee
-599351.776000001,-1161141.863,226,Brno-střed,ne,nedání přenosti v jízdě,srážka s jedoucím nekolejovým vozidlem,nehoda s následky na životě nebo zdraví,při odbočování vlevo,"povrch suchý, neznečistěný",neztížené,dobré,žádné nebo žádné z uvedených,komunikace sledovaná (ve vybraných městech),,,jízdní kolo,Brno-střed,muž,Ne,pátek,červen,Staré Brno,,,,,,,,lehké zranění,"bez přilby (pouze u motocyklistů, příp. cyklistů)",řidičem nemotorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",na jízdním pruhu,řidič,dobrý -žádné nepříznivé okolnosti nebyly zjiště,den,,1,71762,1,71762,1,71762,5,45,1,1974,1,74,2019,0,0,1,0,0,1,7,1,756,6,-1161141.863,-599351.776,60206191172,2019/06/07 00:00:00+00,30500,30000,7a145355-a59b-450e-bf0d-f30374abe7d1
-597288.23,-1161453.728,227,Brno-střed,ne,nedání přenosti v jízdě,srážka s jedoucím nekolejovým vozidlem,nehoda s následky na životě nebo zdraví,proti příkazu dopravní značky DEJ PŘEDNOST,"povrch suchý, neznečistěný",neztížené,dobré,žádné nebo žádné z uvedených,uzel (křižovatka sledovaná ve vybraných městech),,,jízdní kolo,Brno-střed,muž,Ne,pátek,červen,Trnitá,,,,,,,,lehké zranění,"s přilbou (pouze u motocyklistů, příp. cyklistů)",řidičem nemotorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",na jízdním pruhu,řidič,dobrý -žádné nepříznivé okolnosti nebyly zjiště,den,,1,71763,1,71763,1,71763,5,26,1,1993,1,93,2019,0,0,1,0,0,1,15,1,1550,6,-1161453.728,-597288.23,60206191179,2019/06/07 00:00:00+00,25000,15000,57569f7e-a2ce-4dd2-bd2d-c1bf51094834
-599616.454,-1160607.019,228,Brno-střed,ne,nesprávný způsob jízdy,havárie,nehoda s následky na životě nebo zdraví,nezvládnutí řízení vozidla,povrch mokrý,déšť,dobré,v blízkosti přechodu pro chodce (do vzdálenosti 20 m),komunikace místní,,,jízdní kolo,Brno-střed,žena,Ne,pondělí,červenec,Staré Brno,,,,,,,,lehké zranění,"bez přilby (pouze u motocyklistů, příp. cyklistů)",řidičem nemotorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",na jízdním pruhu,řidič,dobrý -žádné nepříznivé okolnosti nebyly zjiště,den,,1,71773,1,71773,1,71773,1,52,1,1967,1,67,2019,0,0,1,0,0,1,15,1,1520,7,-1160607.019,-599616.454,60206191397,2019/07/01 00:00:00+00,0,0,8d89a41e-f5f3-4dd2-8c02-0d2cc887dddd
-599685.098999999,-1161277.562,229,Brno-střed,ne,nedání přenosti v jízdě,srážka s jedoucím nekolejovým vozidlem,nehoda s následky na životě nebo zdraví,proti příkazu dopravní značky DEJ PŘEDNOST,"povrch suchý, neznečistěný",neztížené,dobré,v blízkosti přechodu pro chodce (do vzdálenosti 20 m),uzel (křižovatka sledovaná ve vybraných městech),,,jízdní kolo,Brno-střed,muž,Ne,pátek,červenec,Staré Brno,,,,,,,,lehké zranění,"s přilbou (pouze u motocyklistů, příp. cyklistů)",řidičem motorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",na jízdním pruhu,řidič,"pod vlivem alkoholu, obsah alkoholu v krvi do 0,99 ‰",den,,1,71777,1,71777,1,71777,5,36,1,1983,1,83,2019,0,0,1,0,0,2,18,1,1805,7,-1161277.562,-599685.099,60206191423,2019/07/05 00:00:00+00,31000,30000,875797bf-a927-4dd4-b1e9-aaafc9a0fb2b
-598173.710000001,-1160540.716,230,Brno-střed,nezjišťováno,nesprávé předjíždění,havárie,nehoda s následky na životě nebo zdraví,"při předjíždění došlo k ohrožení předjížděného řidiče vozidla (vynucované zařazení, předjížděný řidič musel prudce brzdit, měnit směr jízdy apod.)","povrch suchý, neznečistěný",neztížené,dobré,žádné nebo žádné z uvedených,komunikace sledovaná (ve vybraných městech),,,jízdní kolo,Brno-střed,žena,Nezjišťován,pondělí,červenec,Město Brno,,,,,,,,lehké zranění,"bez přilby (pouze u motocyklistů, příp. cyklistů)",řidičem motorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",na jízdním pruhu,řidič,dobrý -žádné nepříznivé okolnosti nebyly zjiště,den,,1,71779,1,71779,1,71779,1,30,1,1989,1,89,2019,0,0,1,0,0,2,17,1,1710,7,-1160540.716,-598173.71,60206191436,2019/07/08 00:00:00+00,1000,1000,51e9e3c5-cc31-474b-a9b0-2fbdf535aaec
-597948.300999999,-1160256.471,231,Brno-střed,ano,nesprávný způsob jízdy,havárie,nehoda s následky na životě nebo zdraví,řidič se plně nevěnoval řízení vozidla,"povrch suchý, neznečistěný",neztížené,dobré,žádné nebo žádné z uvedených,komunikace sledovaná (ve vybraných městech),,,jízdní kolo,Brno-střed,muž,"Ano, obsah alkoholu v krvi 1,5‰ a více",pátek,červenec,Zábrdovice,,,,,,,,lehké zranění,"bez přilby (pouze u motocyklistů, příp. cyklistů)",řidičem nemotorového vozidla,"v noci - s veřejným osvětlením, viditelnost nezhoršená vlivem povětrnostních podmínek",na kolejích tramvaje,řidič,pod vlivem alkoholu obsah alkoholu v krvi 1 ‰ a víc,noc,,1,71783,1,71783,1,71783,5,49,1,1970,1,70,2019,0,0,1,0,0,1,1,1,141,7,-1160256.471,-597948.301,60206191459,2019/07/12 00:00:00+00,3000,3000,c5cd4410-d87d-4a1f-afc4-8c1336cf51a0
-598899.219999999,-1160101.032,232,Brno-střed,ano,nesprávný způsob jízdy,havárie,nehoda s následky na životě nebo zdraví,řidič se plně nevěnoval řízení vozidla,"povrch suchý, neznečistěný",neztížené,dobré,parkoviště přiléhající ke komunikaci,komunikace místní,,,jízdní kolo,Brno-střed,muž,"Ano, obsah alkoholu v krvi do 0,24 ‰",pondělí,červenec,Veveří,,,,,,,,lehké zranění,"s přilbou (pouze u motocyklistů, příp. cyklistů)",řidičem nemotorového vozidla,"v noci - s veřejným osvětlením, viditelnost nezhoršená vlivem povětrnostních podmínek",na jízdním pruhu,řidič,"pod vlivem alkoholu, obsah alkoholu v krvi do 0,99 ‰",noc,,1,71787,1,71787,1,71787,1,28,1,1991,1,91,2019,0,0,1,0,0,1,25,1,2560,7,-1160101.032,-598899.22,60206191522,2019/07/22 00:00:00+00,3000,2000,5b9aef9b-9468-4bd8-bde0-305ffdcabb34
-598119.465999998,-1160044.456,233,Brno-střed,ne,nedání přenosti v jízdě,srážka s jedoucím nekolejovým vozidlem,nehoda s následky na životě nebo zdraví,při vjíždění na silnici,"povrch suchý, neznečistěný",neztížené,dobré,parkoviště přiléhající ke komunikaci,komunikace sledovaná (ve vybraných městech),,,jízdní kolo,Brno-střed,muž,Ne,středa,červenec,Veveří,,,,,,,,lehké zranění,"s přilbou (pouze u motocyklistů, příp. cyklistů)",řidičem motorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",na jízdním pruhu,řidič,dobrý -žádné nepříznivé okolnosti nebyly zjiště,den,,1,71788,1,71788,1,71788,3,44,1,1975,1,75,2019,0,0,1,0,0,2,17,1,1710,7,-1160044.456,-598119.466,60206191534,2019/07/24 00:00:00+00,23000,1000,5fd2c352-e4e7-44c7-b26d-0dd942054cb1
-599582.666999999,-1160185.725,234,Brno-střed,ano,nesprávný způsob jízdy,havárie,nehoda s následky na životě nebo zdraví,řidič se plně nevěnoval řízení vozidla,povrch mokrý,déšť,dobré,parkoviště přiléhající ke komunikaci,komunikace sledovaná (ve vybraných městech),,,jízdní kolo,Brno-střed,muž,"Ano, obsah alkoholu v krvi 1,5‰ a více",sobota,červenec,Stránice,,,,,,,,lehké zranění,"s přilbou (pouze u motocyklistů, příp. cyklistů)",řidičem nemotorového vozidla,"v noci - s veřejným osvětlením, viditelnost nezhoršená vlivem povětrnostních podmínek",na jízdním pruhu,řidič,pod vlivem alkoholu obsah alkoholu v krvi 1 ‰ a víc,noc,,1,71792,1,71792,1,71792,6,64,1,1955,1,55,2019,0,0,1,0,0,1,21,1,2130,7,-1160185.725,-599582.667,60206191559,2019/07/27 00:00:00+00,1000,1000,5cf6e9e0-7018-4506-b936-66e70bad5ef4
-598181.517000001,-1160767.5,235,Brno-střed,nezjišťováno,nedání přenosti v jízdě,havárie,nehoda s následky na životě nebo zdraví,vozidlu přijíždějícímu zprava,"povrch suchý, neznečistěný",neztížené,dobré,žádné nebo žádné z uvedených,uzel (křižovatka sledovaná ve vybraných městech),,,jízdní kolo,Brno-střed,muž,Nezjišťován,středa,červenec,Město Brno,,,,,,,,těžké zranění,"s přilbou (pouze u motocyklistů, příp. cyklistů)",řidičem nemotorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",na jízdním pruhu,řidič,dobrý -žádné nepříznivé okolnosti nebyly zjiště,noc,,0,71794,1,71794,1,71794,3,44,1,1975,1,75,2019,1,0,0,1,0,1,25,1,2560,7,-1160767.5,-598181.517,60206191596,2019/07/31 00:00:00+00,0,0,0cdfeab9-cde0-4efb-9bb2-e527ad9eae95
-597901.002,-1160273.888,236,Brno-střed,ne,nesprávé předjíždění,srážka s jedoucím nekolejovým vozidlem,nehoda s následky na životě nebo zdraví,předjíždění bez dostatečného bočního odstupu,"povrch suchý, neznečistěný",neztížené,dobré,v blízkosti přechodu pro chodce (do vzdálenosti 20 m),uzel (křižovatka sledovaná ve vybraných městech),,,jízdní kolo,Brno-střed,muž,Ne,středa,srpen,Zábrdovice,,,,,,,,těžké zranění,"s přilbou (pouze u motocyklistů, příp. cyklistů)",řidičem motorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",na jízdním pruhu,řidič,dobrý -žádné nepříznivé okolnosti nebyly zjiště,den,,0,71810,1,71810,1,71810,3,51,1,1968,1,68,2019,1,0,0,1,0,2,17,1,1754,8,-1160273.888,-597901.002,60206191731,2019/08/21 00:00:00+00,13000,2000,d4745565-1f31-4ef6-a3e1-62bbbce383fb
-598417.384,-1160347.492,237,Brno-střed,ne,nesprávný způsob jízdy,srážka s jedoucím nekolejovým vozidlem,nehoda pouze s hmotnou škodou,řidič se plně nevěnoval řízení vozidla,"povrch suchý, neznečistěný",neztížené,dobré,žádné nebo žádné z uvedených,uzel (křižovatka sledovaná ve vybraných městech),,,jízdní kolo,Brno-střed,muž,Ne,sobota,srpen,Veveří,,,,,,,,bez zraněn,"s přilbou (pouze u motocyklistů, příp. cyklistů)",řidičem motorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",na jízdním pruhu,řidič,dobrý -žádné nepříznivé okolnosti nebyly zjiště,den,,0,71811,1,71811,1,71811,6,46,1,1973,1,73,2019,0,0,0,0,0,2,17,1,1743,8,-1160347.492,-598417.384,60206191752,2019/08/24 00:00:00+00,7000,2000,fdcd84a1-f5aa-4a39-beb4-cecd337ad227
-597773.962000001,-1161016.581,238,Brno-střed,ne,nesprávný způsob jízdy,srážka s jedoucím nekolejovým vozidlem,nehoda s následky na životě nebo zdraví,nesprávné otáčení nebo couvání,"povrch suchý, neznečistěný",neztížené,dobré,parkoviště přiléhající ke komunikaci,komunikace sledovaná (ve vybraných městech),,,jízdní kolo,Brno-střed,muž,Ne,úterý,srpen,Město Brno,,,,,,,,lehké zranění,"bez přilby (pouze u motocyklistů, příp. cyklistů)",řidičem motorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",na jízdním pruhu,řidič,dobrý -žádné nepříznivé okolnosti nebyly zjiště,den,,1,71816,1,71816,1,71816,2,26,1,1993,1,93,2019,0,0,1,0,0,2,9,1,908,8,-1161016.581,-597773.962,60206191769,2019/08/27 00:00:00+00,25000,5000,b8ef1407-07a7-48c4-936d-3266a1fc4aaa
-599189.923,-1161584.793,239,Brno-střed,ne,nedání přenosti v jízdě,havárie,nehoda s následky na životě nebo zdraví,při odbočování vlevo,"povrch suchý, neznečistěný",neztížené,dobré,v blízkosti přechodu pro chodce (do vzdálenosti 20 m),uzel (křižovatka sledovaná ve vybraných městech),,,jízdní kolo,Brno-střed,žena,Ne,úterý,září,Staré Brno,,,,,,,,lehké zranění,"bez přilby (pouze u motocyklistů, příp. cyklistů)",řidičem motorového vozidla,"v noci - s veřejným osvětlením, viditelnost nezhoršená vlivem povětrnostních podmínek",na jízdním pruhu,řidič,dobrý -žádné nepříznivé okolnosti nebyly zjiště,den,,1,71826,1,71826,1,71826,2,35,1,1984,1,84,2019,0,0,1,0,0,2,19,1,1923,9,-1161584.793,-599189.923,60206192000,2019/09/24 00:00:00+00,0,0,7362a409-ee08-483b-8824-54cda5ba08fd
-598308.195,-1160697.091,240,Brno-střed,ano,nesprávný způsob jízdy,havárie,nehoda s následky na životě nebo zdraví,řidič se plně nevěnoval řízení vozidla,"povrch suchý, neznečistěný",neztížené,dobré,žádné nebo žádné z uvedených,komunikace sledovaná (ve vybraných městech),,,jízdní kolo,Brno-střed,muž,"Ano, obsah alkoholu v krvi 1,5‰ a více",úterý,září,Město Brno,,,,,,,,lehké zranění,"bez přilby (pouze u motocyklistů, příp. cyklistů)",řidičem nemotorového vozidla,"v noci - s veřejným osvětlením, viditelnost nezhoršená vlivem povětrnostních podmínek",na kolejích tramvaje,řidič,pod vlivem alkoholu obsah alkoholu v krvi 1 ‰ a víc,den,,1,71827,1,71827,1,71827,2,24,1,1995,1,95,2019,0,0,1,0,0,1,20,1,2009,9,-1160697.091,-598308.195,60206192001,2019/09/24 00:00:00+00,0,0,5ee549c3-7592-45b4-a56e-d8b4079de9a3
-598287.923999999,-1160976.688,241,Brno-střed,ne,nesprávný způsob jízdy,srážka s pevnou překážkou,nehoda pouze s hmotnou škodou,řidič se plně nevěnoval řízení vozidla,"povrch suchý, neznečistěný",neztížené,dobré,žádné nebo žádné z uvedených,komunikace místní,,,jízdní kolo,Brno-střed,muž,Ne,čtvrtek,září,Město Brno,,,,,,,,bez zraněn,"bez přilby (pouze u motocyklistů, příp. cyklistů)",řidičem nemotorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",na chodníku nebo ostrůvku,řidič,dobrý -žádné nepříznivé okolnosti nebyly zjiště,den,,0,71829,1,71829,1,71829,4,21,1,1998,3,98,2019,0,0,0,0,0,1,10,1,1005,9,-1160976.688,-598287.924,60206192026,2019/09/26 00:00:00+00,4000,3000,b01a23fe-e221-4cf4-95f4-0f5356640327
-599640.202,-1160150.517,242,Brno-střed,ne,nepřiměřená rychlost jízdy,havárie,nehoda s následky na životě nebo zdraví,nepřizpůsobení rychlosti vlastnostem vozidla a nákladu,"povrch suchý, neznečistěný",neztížené,dobré,žádné nebo žádné z uvedených,komunikace sledovaná (ve vybraných městech),,,jízdní kolo,Brno-střed,muž,Ne,pátek,září,Stránice,,,,,,,,lehké zranění,"bez přilby (pouze u motocyklistů, příp. cyklistů)",řidičem nemotorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",na kolejích tramvaje,řidič,dobrý -žádné nepříznivé okolnosti nebyly zjiště,den,,1,71830,1,71830,1,71830,5,19,1,2000,1,0,2019,0,0,1,0,0,1,14,1,1425,9,-1160150.517,-599640.202,60206192040,2019/09/27 00:00:00+00,1000,1000,bd65e9b9-1ab6-4500-b761-bb376e64ba84
-598243.153000001,-1160252.222,243,Brno-střed,ne,nedání přenosti v jízdě,srážka s jedoucím nekolejovým vozidlem,nehoda s následky na životě nebo zdraví,při odbočování vlevo,povrch mokrý,neztížené,dobré,v blízkosti přechodu pro chodce (do vzdálenosti 20 m),uzel (křižovatka sledovaná ve vybraných městech),,,jízdní kolo,Brno-střed,muž,Ne,středa,říjen,Město Brno,,,,,,,,lehké zranění,"bez přilby (pouze u motocyklistů, příp. cyklistů)",řidičem motorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",na jízdním pruhu,řidič,dobrý -žádné nepříznivé okolnosti nebyly zjiště,den,,1,71831,1,71831,1,71831,3,30,1,1989,1,89,2019,0,0,1,0,0,2,15,1,1548,10,-1160252.222,-598243.153,60206192080,2019/10/02 00:00:00+00,80000,30000,3e2e04cc-4385-4643-8cec-d7e27e7aad88
